,BRTITLE,BRNUM,STORYNUM,BRSTORY,MAINCHAR,ALLCHAR,ORIGTITLE,ORIGNUM,ORIGYEAR,WRITER,ARTIST,SUMMARY
320,Heróis da TV,75,3,No covil do inimigo,Homem de Ferro,Homem de Ferro Jim Rhodes Bethany Cabe Justin Hammer Chicote Negro Derretedor Besouro Aqueduto Sapo Feminista Discus Constritor Estilete Porco-Espinho Nevasca Matadora Mago D'água Roxxon Ling McPherson Espião Mestre,Iron Man,126,1979,David Michelinie,John Romita Jr.,
321,Heróis da TV,75,4,Resgate!,"Quarteto Futuro
Roteiro:  Louise Jones Simonson Desenho:  June Brigman Arte-Final:  Bob Wiacek
Publicada originalmente em   Power Pack (1984) n° 4/1984 - Marvel Comics",Quarteto Futuro,Power Pack,4,1984,Louise Jones Simonson,June Brigman,NA
322,Heróis da TV,76,1,Desespero,Homem de Ferro,Homem de Ferro Bethany Cabe Sra. Arbogast Justin Hammer Chicote Negro Besouro Espião Mestre Sapo Mago D'água Constritor Porco-Espinho Jim Rhodes Matadora Aqueduto Nevasca Jarvis Discus Estilete Feminista Derretedor,Iron Man,127,1979,David Michelinie,John Romita Jr.,..A Man's Home Is His Battlefield!
323,Heróis da TV,76,2,O demônio da garrafa,Homem de Ferro,Homem de Ferro Bethany Cabe Jarvis,Iron Man,128,1979,David Michelinie,John Romita Jr.,
324,Heróis da TV,76,3,Em busca do passado,Vingadores,Vingadores Gavião Arqueiro Feiticeira Escarlate Homem de Ferro Mantis Thor Visão II Kang O Conquistador,"Avengers, The",130,1974,Steve Englehart - ‘John Harkness’,Sal Buscema,
325,Heróis da TV,76,4,Se a morte for meu destino…,Punho de Ferro,Punho de Ferro Homem-Aranha,Marvel Team-Up,64,1977,Chris Claremont,John Byrne,NA
326,Heróis da TV,77,1,Batalha no labirinto do tempo,Vingadores,"Vingadores Gavião Arqueiro Homem de Ferro Mantis Thor Visão II Tocha Humana I Kang O Conquistador Immortus Meia-Noite Monstro de Frankenstein Barão Zemo Rama Tut Holandês Voador Surfista Prateado
Argumento: Roy Thomas Steve Englehart - ‘John Harkness’ Desenho: Sal Buscema Dave Cockrum Arte-Final: Joe Giella Joe Staton Cores: Cleusa M. C. Acosta Letrista: Edison Gasparim Editor original: Roy Thomas
Publicada originalmente em  Avengers The (1963) n° 132/1975 - Marvel Comics 
                
                
                  Giant-Size Avengers (1974) n° 3/1975 - Marvel Comics
       
Originalmente 17 pgs de AV 132 e 30 pgs de GSAV 3.Título original: ""Kang War II"" / ""... What Time Hath Put Asunder!"".Arte por Buscema & Staton (AV 132) e Cockrum & Giella (GSAV 3).Personagens tidos como mortos resgatados de várias eras (como o Tocha Humana original Magnum e Barão Zemo) enfrentam os Vingadores no Limbo a mando de Kang. Immortus esclarece um pouco do passado do Visão e sua relação com o Tocha Humana original.","Avengers, The",132,1975,NA,"Sal Buscema,  Dave Cockrum",.. What Time Hath Put Asunder!
327,Heróis da TV,77,2,Vidas em perigo,Micronautas,"Micronautas Steve Coffin Phillip Prometheus Biotron Princesa Mari Acrólito Lesma
Argumento: Bill Mantlo Desenho: Michael Golden Arte-Final: Josef ""Joe"" Rubinstein Cores: Flora Schuch Letrista: Edison Gasparim
Publicada originalmente em  Micronauts The (1979) n° 4/1979 - Marvel Comics
       
Perdidos no planeta Terra e com sua nave Pioneira avariada os Micronautas devem encontrar seu companheiro desaparecido Besouro em nosso mundo.","Micronauts, The",4,1979,NA,Michael Golden,NA
328,Heróis da TV,77,3,Fome assassina,Manto,"Manto Adaga Mayhem
Argumento: Bill Mantlo Desenho: Rick Leonardi Arte-Final: Terry Austin Cores: Rudinei Campello Acosta Letrista: Edison Gasparim
Publicada originalmente em  Cloak And Dagger (1983) n° 2/1983 - Marvel Comics
       
A fome de Manto cresce assustadoramente e enquanto a dupla ajuda a Detetive O´rielly na busca de um assassino Manto aproveita para saciá-la consumindo o criminoso e talvez a própria detetive também.",Cloak And Dagger,2,1983,NA,Rick Leonardi,NA
329,Heróis da TV,78,1,A maldição dos mortos-vivos,"Sonja
Argumento:  Roy Thomas Desenho:  John Buscema Arte-Final:  Tony Dezuñiga Cores:  Rita de Carvalho Letrista:  José Luiz Torres Pinto Editor original:  Roy Thomas","Sonja
Argumento: Roy Thomas Desenho: John Buscema Arte-Final: Tony Dezuñiga Cores: Rita de Carvalho Letrista: José Luiz Torres Pinto Editor original: Roy Thomas Jim Shooter
Publicada originalmente em  Red Sonja (1977) n° 15/1979 - Marvel Comics
       
Titulo original ""The Tomb of Three Dead Kings!""Red Sonja encontra uma estranha múmia encoberta enquanto cavalga pelas neves do inverno no sul da Aquilônia. Ela vê três reis estranhos a cavalo afastando-se da múmia... Em uma taberna numa cidade vizinha ela briga com um grupo de brutamontes que tiram o melhor dela pegam seus ganhos e sua espada e a jogam na neve lá fora. Depois de dormir de seus ferimentos em outra pousada ela volta ao local da luta no dia seguinte e se vinga dos agressores.17 Páginas",Red Sonja,15,1979,NA,John Buscema,NA
330,Heróis da TV,78,2,Meu amor é negro e fatal,Manto,"Manto Adaga Mayhem
Argumento: Bill Mantlo Desenho: Rick Leonardi Arte-Final: Terry Austin Cores: Rudinei Campello Acosta Letrista: José Luiz Torres Pinto Editor original: Jim Shooter
Publicada originalmente em  Cloak And Dagger (1983) n° 3/1983 - Marvel Comics
       
Titulo original ""Dark Is My Love and Deadly!""Manto foge de todo mundo não querendo roubar mais luz de Adaga. Ela envia a luz para ele de qualquer maneira mas Adaga está tão longe que ela precisa gastar mais energia para alcançá-lo. Manto libera Duane Hellman para o detetive O'Reilly.22 Páginas",Cloak And Dagger,3,1983,NA,Rick Leonardi,NA
331,Heróis da TV,78,3,Mistério sem nome,Luke Cage,"Luke Cage Punho de Ferro Colleen Wing Misty Knight
Argumento: Chris Claremont Desenho: John Byrne Arte-Final: Dan Green Cores: Flora Schuch Letrista: José Luiz Torres Pinto Editor original: Marv Wolfman
Publicada originalmente em  Power Man (1974) n° 48/1977 - Marvel Comics
       
Titulos originais ""Gold! Gold! Who's Got the Gold? e Fist of Iron -- Heart of Stone!""Com Jack Smith esperando com a polícia para prender Cage e Thunderbolt por roubar a remessa de ouro que Luke foi contratado para proteger Thunderbolt foge do local. Luke consegue neutralizar a situação explicando que Goldbug roubou a remessa de ouro não ele... Luke Man invadiu a casa de Danny Rand procurando Misty Knight mas encontrou Colleen Wing. Atacando-a ela chama Danny e Misty para obter ajuda.14 Páginas",Power Man,48,1977,NA,John Byrne,NA
332,Heróis da TV,78,4,"Avante, Vingadores!",Vingadores,"Vingadores Capitão América Feiticeira Escarlate Fera Jaqueta Amarela Homem de Ferro Thor Vespa Visão II Jarvis Serpente da Lua Felina (Patsy Walker) (Margot) Hulk Loki Magnum Rick Jones Defensor Mascarado Ciclone Homem-Aranha Namor O Príncipe Submarino Demolidor Hércules Cavaleiro Negro III Mercúrio Gavião Arqueiro Mantis Viúva Negra II
Argumento: Steve Englehart - ‘John Harkness’ Roteiro: Jim Shooter Desenho: George Pérez Arte-Final: Duffy Vohland John Tartaglione Cores: Rita de Carvalho Letrista: José Luiz Torres Pinto Tradutor: Estúdio Art & Comics Editor original: Gerry Conway Archie Goodwin
Publicada originalmente em  Avengers The (1963) n° 150/1976 - Marvel Comics 
                
                
                  n° 151/1976 - Marvel Comics
       
Título original ""Avengers Assemble!""/""At Last: the Decision!"".Os Vingadores finalmente decidirão quem fará parte da próxima formação...Escrito por: Englehart (pgs 1-12) e Shooter (pgs 13-18).Arte-final por: Tartaglione (pgs 1-5 7-18) e Vohland (pg 6).Editado por: Goodwin (pgs 1-6) e Conway (pgs 7-18)As páginas cortadas foram escritas por Gerry Conway.6 pgs de AV 150 e 12 (das 17 originais) de AV 151.18 Páginas","Avengers, The",150,1976,Jim Shooter,George Pérez,"Os Vingadores  finalmente decidirão quem fará parte da próxima formação...Escrito por: Englehart (pgs 1-12) e Shooter (pgs 13-18).Arte-final por: Tartaglione (pgs 1-5, 7-18) e Vohland (pg 6).Editado por: Goodwin (pgs 1-6) e Conway (pgs 7-18)As páginas cortadas foram escritas por Gerry Conway.6 pgs de AV 150 e 12 (das 17 originais) de AV 151.18 Páginas"
333,Heróis da TV,79,1,Confissões,Manto,"Manto Adaga
Argumento: Bill Mantlo Desenho: Rick Leonardi Arte-Final: Terry Austin
Publicada originalmente em  Cloak And Dagger (1983) n° 4/1984 - Marvel Comics",Cloak And Dagger,4,1984,NA,Rick Leonardi,NA
334,Heróis da TV,79,2,Pesadelo,Vingadores,"Vingadores Capitão América Feiticeira Escarlate Fera Jaqueta Amarela Homem de Ferro Magnum Vespa Visão II Garra Negra
Argumento: Steve Englehart - ‘John Harkness’ Roteiro: Gerry Conway Desenho: John Buscema Arte-Final: Joe Sinnott Editor original: Gerry Conway
Publicada originalmente em  Avengers The (1963) n° 152/1976 - Marvel Comics
       
Capitão América Homem de Ferro Feiticeira Escarlate Visão Jaqueta Amarela Vespa e Fera agora são a formação oficial dos Vingadores! Mas o que deveria ser um momento de celebração acaba se tornando um verdadeiro pesadelo quando aparece... ""Magnum""! Ressuscitado! A fim de esclarecer esse mistério uma pista leva nossos heróis à Nova Orleans onde a resposta surge na forma da terrível ameaça sobrenatural do Garra Negra e seu exército de zumbis!Título original: ""Nightmare in New Orleans!""18 Páginas","Avengers, The",152,1976,Gerry Conway,John Buscema,NA
335,Heróis da TV,79,3,Volta à Ilha do Diabo,Luke Cage,"Luke Cage Punho de Ferro
Argumento: Chris Claremont Desenho: John Byrne Arte-Final: Dan Green
Publicada originalmente em  Power Man (1974) n° 49/1978 - Marvel Comics",Power Man,49,1978,NA,John Byrne,NA
336,Heróis da TV,79,4,A fórmula do infinito,Nick Fury,"Nick Fury Val de La Fontaine
Argumento: Jim Starlin Arte: Howard Chaykin
Publicada originalmente em  Marvel Spotlight (1971) n° 31/1976 - Marvel Comics",Marvel Spotlight,31,1976,NA,NA,NA
337,Heróis da TV,80,1,Batalha na nebulosa negra,Thor,"Thor Odin Fandral Hildegarde (Valquíria) Hogun Tana Nile Mercúrio (Homem da Quarta Dimensão) Sif Heimdall Karnilla
Argumento: Gerry Conway Desenho: Sal Buscema Arte-Final: Jim Mooney Letrista: Rudinei Campello Acosta
Publicada originalmente em  Thor (1966) n° 214/1973 - Marvel Comics 
                
                
                  n° 215/1973 - Marvel Comics 
                
                
                  n° 216/1973 - Marvel Comics
       
Thor o Deus do Trovão filho de Odin e herdeiro do trono de Asgard retorna mais glorioso e devastador do que nunca! A deusa Sif foi raptada por mercadores espaciais obrigando todos os principais medalhões do reino eterno a saírem numa missão suicida de resgate rumo à tenebrosa Nebulosa Negra onde eles terão que enfrentar Mercúrio e Os Guerreiros da Quarta Dimensão.Nota: Não confundir o nome do vilão com Mercúrio o velocista mutante ex-membro dos Vingadores que nos EUA é Quicksilver.",Thor,214,1973,NA,Sal Buscema,NA
338,Heróis da TV,80,2,Redenção,Luke Cage,Luke Cage Punho de Ferro Estilete Discus Misty Knight Colleen Wing Claire Temple,Power Man,50,1978,Chris Claremont,John Byrne,NA
339,Heróis da TV,80,3,A fúria do Ciclone,Vingadores,"Vingadores Capitão América Feiticeira Escarlate Fera Homem de Ferro Magnum Vespa Jaqueta Amarela Ciclone Laser Vivo Visão II
Argumento: Gerry Conway Desenho: John Buscema Arte-Final: Joe Sinnott Cores: Sérgio Vilela Letrista: Edison Gasparim Editor original: Gerry Conway
Publicada originalmente em  Avengers The (1963) n° 153/1976 - Marvel Comics
       
Retornando às ruínas do complexo industrial da Corporação Brand a fim de recuperar a Coroa da Serpente a Feiticeira Escarlate é surpreendida pela repentina aparição de um velho inimigo: o Laser Vivo. Enquanto isso de volta de Nova Orleans com o desacordado e ex-falecido Magnum os demais Vingadores são atacados por Ciclone velocista veterano ex-membro do Esquadrão Vitorioso e da Legião da Liberdade. O que houve com ele? E o que está havendo com Magnum?Título original: ""Home is the Hero!"".17 Páginas","Avengers, The",153,1976,NA,John Buscema,17 Páginas
340,Heróis da TV,81,1,Batalha sem vencedor,Vingadores,"Vingadores Capitão América Feiticeira Escarlate Fera Homem de Ferro Magnum Jaqueta Amarela Visão II Vespa Ciclone Isbisa Homem do Futuro Madame Morte Miss América Laser Vivo Nuklo
Argumento: Gerry Conway Desenho: George Pérez Arte-Final: Mike Esposito - ‘Joe Gaudioso/Mickey Demeo’ Duffy Vohland John Tartaglione Editor original: Gerry Conway
Publicada originalmente em  Avengers Annual (1967) n° 6/1976 - Marvel Comics
       
Os Vingadores partem em busca do Laser-Vivo que atacou a Feiticeira Escarlate roubando-lhe a Coroa da Serpente e como se isso não bastasse também controlou a mente de Magnum forçando-o mais uma vez a atacar seus ex-companheiros de equipe! Mas não vai ser fácil derrotar o vilão pois além do poder da Coroa ele conta com um exército de soldados renegados e a força mutante de Nuklo uma bomba nuclear ambulante! O filho desaparecido de Ciclone!Título original americano: ""No final victory"".",Avengers Annual,6,1976,NA,George Pérez,
341,Heróis da TV,81,2,O poço de Prometheus,Micronautas,"Micronautas Comandante Arcturus Rann Princesa Mari Biotron Acrólito Besouro (Micronauta) Barão Karza Raymond Coffin Steve Coffin Phillip Prometheus Lesma Príncipe Argon
Argumento: Bill Mantlo Desenho: Michael Golden Arte-Final: Josef ""Joe"" Rubinstein Cores: Rudinei Campello Acosta
Publicada originalmente em  Micronauts The (1979) n° 5/1979 - Marvel Comics","Micronauts, The",5,1979,NA,Michael Golden,NA
342,Heróis da TV,81,3,No limiar da razão,"Homem de Ferro
História:  David Michelinie Desenho:  Michael Golden Arte-Final:  Dan Green Cores:  Cleusa M. C. Acosta Letrista:  Lilian Toshimi Mitsunaga - ‘Miriam Tomi’
Publicada originalmente em   Marvel Fanfare (1982) n° 4/1982 - Marvel Comics","Homem de Ferro
História: David Michelinie Desenho: Michael Golden Arte-Final: Dan Green Cores: Cleusa M. C. Acosta Letrista: Lilian Toshimi Mitsunaga - ‘Miriam Tomi’
Publicada originalmente em  Marvel Fanfare (1982) n° 4/1982 - Marvel Comics",Marvel Fanfare,4,1982,NA,Michael Golden,NA
343,Heróis da TV,81,4,O poder do Dr. Estranho,Doutor Estranho,"Doutor Estranho Irmão Vodu Sara Wolfe Morgana Blessing Wong Clea
Argumento: Roger Stern Desenho: Marshall Rogers Arte-Final: Terry Austin Cores: Cleusa M. C. Acosta
Publicada originalmente em  Doctor Strange (1974) n° 48/1981 - Marvel Comics",Doctor Strange,48,1981,NA,Marshall Rogers,NA
344,Heróis da TV,82,1,O mal que vem de dentro,Doutor Estranho,"Doutor Estranho Barão Mordo
Argumento: Roger Stern Desenho: Marshall Rogers Arte-Final: Terry Austin Cores: Cleusa M. C. Acosta Letrista: Edison Gasparim
Publicada originalmente em  Doctor Strange (1974) n° 49/1981 - Marvel Comics",Doctor Strange,49,1981,NA,Marshall Rogers,NA
345,Heróis da TV,82,2,Assim na terra como no inferno,Caleb Hammer,"Caleb Hammer Geronimo
Argumento: Peter B. Gillis Desenho: Gene Day Arte-Final: Tony Dezuñiga Cores: Rita de Carvalho Letrista: Edison Gasparim
Publicada originalmente em  Marvel Premiere (1972) n° 54/1980 - Marvel Comics",Marvel Premiere,54,1980,NA,Gene Day,NA
346,Heróis da TV,82,3,O julgamento!,Vingadores,Vingadores Feiticeira Escarlate Fera Magnum Pantera Negra Visão II Ceifador Ciclone Thor X-Men Tocha Humana I Barão Zemo Encantor Executor II,"Avengers, The",160,1977,Jim Shooter,George Pérez,..The Trial!
347,Heróis da TV,82,4,Fuga alucinada,Micronautas,"Micronautas Steve Coffin Microtron Acrólito Besouro (Micronauta) Comandante Arcturus Rann Princesa Mari Biotron Muffin Raymond Coffin Phillip Prometheus Barão Karza Príncipe Argon Lesma
Argumento: Bill Mantlo Desenho: Michael Golden Arte-Final: Josef ""Joe"" Rubinstein Cores: Cleusa M. C. Acosta Letrista: Edison Gasparim
Publicada originalmente em  Micronauts The (1979) n° 6/1979 - Marvel Comics","Micronauts, The",6,1979,NA,Michael Golden,NA
348,Heróis da TV,83,1,Paranóia microscópica,Vingadores,"Vingadores Capitão América Feiticeira Escarlate Fera Homem de Ferro Homem-Formiga Magnum Pantera Negra Vespa Visão II Gavião Arqueiro Ultron
Argumento: Jim Shooter Desenho: George Pérez Arte-Final: Pablo Marcos Cores: Rita de Carvalho Letrista: Nilton K. Morise Editor original: Archie Goodwin
Publicada originalmente em  Avengers The (1963) n° 161/1977 - Marvel Comics
       
A Mansão dos Vingadores é mais uma vez o cenário de um devastador combate entre os Maiores Heróis da Terra e... o “Homem-Formiga”??? Mas afinal o que aconteceu com o Dr. Pym? A fim de elucidar esse mistério Hank é submetido ao tratamento do Indutor de Recordação Subliminar uma vez que todas as suas memórias após a formação da equipe foram apagadas! Mas quando vier à tona o verdadeiro causador de tudo infelizmente poderá ser... tarde demais!Título original americano: “Beware the Ant-Man!”17 Páginas","Avengers, The",161,1977,NA,George Pérez,NA
349,Heróis da TV,83,2,A noiva de Ultron!,Vingadores,"Vingadores Homem de Ferro Homem-Formiga Magnum Pantera Negra Thor Vespa Ultron Fera Capitão América Feiticeira Escarlate Jarvis Jocasta Gavião Arqueiro
Argumento: Jim Shooter Desenho: George Pérez Arte-Final: Pablo Marcos Cores: Carmen Octaviano Letrista: Lilian Toshimi Mitsunaga - ‘Miriam Tomi’ Editor original: Archie Goodwin
Publicada originalmente em  Avengers The (1963) n° 162/1977 - Marvel Comics
       
Derrotados um por um pelo poder avassalador de Ultron os Vingadores tentam encontrar a base secreta do arquivilão que fugiu após raptar o Dr. Pym e a Vespa. Com o Capitão América Visão Fera e Wanda fora de combate e a volta de Thor Homem de Ferro Pantera Negra e Magnum são os únicos que podem chegar ao androide a tempo antes que o “tempo de Janet acabe se esgotando”! (1ª aparição de Jocasta a noiva de Ultron mas sem ser chamada por esse nome)Título original: ""The Bride of Ultron!""17 Páginas","Avengers, The",162,1977,NA,George Pérez,NA
